,sentiment_polarity,sentiment_polarity,sentiment_polarity,sentiment_polarity,sentiment_subjectivity,sentiment_subjectivity,sentiment_category
498286202077085696,-0.6,,-0.6,-0.6,1.0,,{'negative': 1}
498286281894682624,-0.04338624338624338,0.12538363904949892,-0.3499999999999999,0.1,0.251984126984127,0.3711317877181572,"{'neutral': 5, 'negative': 3, 'positive': 1}"
498286918011224065,-0.1,,-0.1,-0.1,0.1,,{'negative': 1}
498287166909579264,-0.014411027568922301,0.29295905890437346,-0.5,0.5375,0.4466791979949875,0.33587503631661375,"{'negative': 7, 'neutral': 6, 'positive': 6}"
498287947301814274,0.06328320802005011,0.34176718631717046,-0.8,0.7,0.3235171261487051,0.3327611418135716,"{'neutral': 9, 'positive': 6, 'negative': 4}"
498289596463980544,-0.03681305652342238,0.32573891166250507,-1.0,0.8,0.34346665698799844,0.3899152351927209,"{'neutral': 45, 'negative': 20, 'positive': 17}"
498290802255466498,-0.6,,-0.6,-0.6,0.9,,{'negative': 1}
498291267756130305,-0.10972222222222221,0.28066554499643903,-0.6555555555555556,0.6,0.37344771241830066,0.31864403132660846,"{'negative': 10, 'neutral': 4, 'positive': 3}"
498292200955195392,0.04282407407407407,0.1774162135018059,-0.2361111111111111,0.5,0.08703703703703704,0.16741135539577595,"{'neutral': 9, 'positive': 2, 'negative': 1}"
498292317296812032,-0.015205804544039834,0.34414852758850006,-1.0,0.8,0.4419565048241519,0.365113783123091,"{'neutral': 19, 'negative': 17, 'positive': 15}"
498292602861400064,0.05671296296296296,0.2821310234576133,-0.6875,0.375,0.4453703703703704,0.36348016261266125,"{'positive': 8, 'neutral': 6, 'negative': 4}"
498292628455034882,0.0,0.0,0.0,0.0,0.0,0.0,{'neutral': 4}
498292732159619072,-0.038095238095238085,0.06784669927988099,-0.16666666666666666,0.0,0.20476190476190476,0.3860668582611295,"{'neutral': 5, 'negative': 2}"
498293625420148736,0.15,0.2053959590644373,0.0,0.375,0.3,0.4107919181288746,"{'neutral': 3, 'positive': 2}"
498293668655423488,-0.021666666666666674,0.2357360016801192,-0.325,0.8,0.2632291666666667,0.21110033042930065,"{'negative': 27, 'positive': 7, 'neutral': 6}"
498294248488574976,0.05714285714285715,0.09759000729485333,0.0,0.2,0.07142857142857142,0.12535663410560177,"{'neutral': 5, 'positive': 2}"
498294367405477888,0.03392063492063492,0.23599398525660867,-0.43333333333333335,0.5,0.4344484126984128,0.396887093345046,"{'neutral': 8, 'negative': 6, 'positive': 6}"
498294764718915586,-0.08055555555555555,,-0.08055555555555555,-0.08055555555555555,0.18055555555555558,,{'negative': 1}
498294775649665024,-0.044,0.09838699100999074,-0.21999999999999997,0.0,0.1715,0.290256352213005,"{'neutral': 4, 'negative': 1}"
498294815579467777,-0.20300925925925928,0.2864744230156195,-0.8500000000000001,0.0,0.42800925925925926,0.32706696235480825,"{'negative': 6, 'neutral': 2}"
498296205777326080,0.09708333333333333,0.2638041953964568,-0.2,1.0,0.33333333333333337,0.368486314186416,"{'neutral': 11, 'positive': 6, 'negative': 3}"
498297336968515584,-0.16666666666666666,,-0.16666666666666666,-0.16666666666666666,0.43333333333333335,,{'negative': 1}
498298040881782785,-0.01721207611832612,0.14377685901840853,-0.5,0.2,0.23077290764790767,0.31229385012185573,"{'neutral': 16, 'positive': 4, 'negative': 4}"
498300128088694786,-0.005357142857142866,0.20555890709408406,-0.15714285714285714,0.22857142857142856,0.45158730158730154,0.33532638289997857,"{'negative': 2, 'positive': 1}"
498300256678076417,0.027777777777777776,0.08333333333333333,0.0,0.25,0.037037037037037035,0.1111111111111111,"{'neutral': 8, 'positive': 1}"
498300832648273920,0.07201233110324019,0.21331148411397083,-0.3,0.5,0.23774924570379116,0.2759181543488641,"{'neutral': 11, 'positive': 7, 'negative': 4}"
498300897051807744,-0.33636363636363636,0.3515430152662567,-1.0,0.0,0.43636363636363634,0.3991995357716105,"{'negative': 10, 'neutral': 1}"
498301635756838912,0.2153061224489796,0.1862824902688334,-0.20714285714285707,0.2857142857142857,0.5450680272108843,0.024747673827985116,"{'positive': 6, 'negative': 1}"
498301902048997377,-0.037521258503401364,0.2829469411039,-1.0,0.5,0.32472411186696903,0.2917986494873877,"{'neutral': 19, 'negative': 14, 'positive': 9}"
498302254190166016,0.14285714285714285,,0.14285714285714285,0.14285714285714285,0.29285714285714287,,{'positive': 1}
498302603034640384,0.12424242424242422,0.02099455524325911,0.1,0.13636363636363635,0.4666666666666666,0.05773502691896256,{'positive': 3}
498302874531553280,-0.20598901098901098,0.22863325565416492,-0.7,0.0,0.2946199633699634,0.2749716662575653,"{'negative': 8, 'neutral': 5}"
498303288295817217,-0.05791666666666666,0.1610960494068769,-0.5,0.1,0.28791666666666665,0.42489442273091355,"{'neutral': 15, 'negative': 4, 'positive': 1}"
498303769915191297,-0.10882352941176471,0.2537132326303946,-0.9750000000000001,0.0,0.16029411764705884,0.31188174135116553,"{'neutral': 13, 'negative': 4}"
498303921430204416,0.5,,0.5,0.5,0.5,,{'positive': 1}
498304114955419648,-0.04722222222222222,0.16786605477486807,-0.28888888888888886,0.09999999999999999,0.2315972222222222,0.36074300148067173,"{'neutral': 2, 'positive': 1, 'negative': 1}"
498305825341845504,-0.11000631313131312,0.30036219272844067,-1.0,0.35,0.3205387205387205,0.29819653019144815,"{'neutral': 16, 'negative': 12, 'positive': 5}"
498305851828879368,0.5,,0.5,0.5,0.5,,{'positive': 1}
498305962726273024,0.07083333333333333,0.06283639628760308,0.0,0.16666666666666669,0.3458333333333333,0.23633276244138177,"{'positive': 5, 'neutral': 3}"
498308585227431936,-0.15193001443001444,0.1980660040036972,-0.37142857142857144,0.16818181818181818,0.4398629148629149,0.2751131949601221,"{'negative': 4, 'positive': 1, 'neutral': 1}"
498310006169538561,-0.010547785547785545,0.22637633500725915,-1.0,0.5,0.2666200466200466,0.2605600532734562,"{'neutral': 20, 'negative': 10, 'positive': 9}"
498310720350863362,0.0,,0.0,0.0,0.0,,{'neutral': 1}
498311895716470784,0.06666666666666667,0.05773502691896258,0.0,0.1,0.15,0.18027756377319945,"{'positive': 2, 'neutral': 1}"
498313143530303488,0.03287981859410431,0.360555614204001,-0.6,0.6000000000000001,0.430952380952381,0.34662202093465644,"{'positive': 8, 'neutral': 7, 'negative': 6}"
498314939359301632,-0.0515079365079365,0.20376389073396836,-0.7142857142857143,0.2,0.30561507936507937,0.3681492602019268,"{'neutral': 9, 'negative': 4, 'positive': 2}"
498316475317239809,0.17127525252525252,0.3225850477380829,-0.2,0.9,0.3220328282828283,0.3585231441459208,"{'neutral': 6, 'positive': 5, 'negative': 1}"
498316826988642304,0.9,,0.9,0.9,0.9,,{'positive': 1}
498317138554150912,-0.016489621489621485,0.25448249690626923,-0.7999999999999999,0.5,0.265042735042735,0.3436134478275037,"{'neutral': 34, 'negative': 9, 'positive': 9}"
498317308771987456,0.09999999999999999,,0.09999999999999999,0.09999999999999999,0.16666666666666666,,{'positive': 1}
498318192000118784,0.003333333333333329,0.182602210423264,-0.2,0.7,0.13666666666666666,0.22152778923536606,"{'neutral': 12, 'negative': 5, 'positive': 3}"
498318493293772800,-0.06944444444444445,,-0.06944444444444445,-0.06944444444444445,0.15555555555555559,,{'negative': 1}
498320854707896321,0.0,,0.0,0.0,0.0,,{'neutral': 1}
498321666267561985,-0.31666666666666665,0.248327740429189,-0.5,0.0,0.5166666666666667,0.4445971959725642,"{'negative': 4, 'neutral': 2}"
498322865843109888,0.09421768707482993,0.3270780912035899,-0.44047619047619047,0.5,0.2933673469387755,0.2755653307016702,"{'positive': 3, 'neutral': 3, 'negative': 1}"
498323364197699584,-0.025833333333333337,0.12983063641547316,-0.5,0.1,0.14083333333333334,0.28748124779932577,"{'neutral': 16, 'negative': 2, 'positive': 2}"
498325055726559232,0.01916666666666667,0.29227911888010977,-0.7,0.6,0.38785087719298245,0.3888900114854307,"{'neutral': 9, 'positive': 7, 'negative': 3}"
498340530770939904,0.0516292735042735,0.20368451980496638,-0.3333333333333333,0.5,0.3589209401709402,0.2839931671115653,"{'neutral': 10, 'positive': 9, 'negative': 7}"
498341675476217856,0.0,,0.0,0.0,0.0,,{'neutral': 1}
498345343629541376,-0.2051488095238095,0.3560774771065002,-1.0,0.0,0.29872023809523807,0.4157456826025227,"{'neutral': 14, 'negative': 6}"
498349598197702656,-0.1281034024455077,0.15789495402016185,-0.6,0.0,0.19195906432748538,0.2959295252192143,"{'negative': 10, 'neutral': 9}"
498355319979143168,-0.0003968253968253954,0.1494722321211586,-0.375,0.2,0.11507936507936509,0.17534971936349775,"{'neutral': 8, 'negative': 3, 'positive': 3}"
498356729634390016,-0.04624999999999998,0.3280005716458433,-0.5274999999999999,0.5,0.3925925925925926,0.3225987582861047,"{'negative': 3, 'neutral': 2, 'positive': 1}"
498357910603575296,0.030415337586390218,0.24148879922366348,-1.0,0.8,0.2113857560568087,0.25246517959693093,"{'neutral': 29, 'positive': 15, 'negative': 13}"
498401948585181184,-0.08125,0.15042553276984233,-0.5,0.008333333333333333,0.22395833333333334,0.30425291948500927,"{'neutral': 8, 'negative': 4}"
498430783699554305,0.04628082062864671,0.2786023821721973,-0.4,0.8,0.28627329192546586,0.254263476587098,"{'negative': 8, 'neutral': 8, 'positive': 7}"
498433651835940865,0.026917615496767747,0.250575213112565,-0.875,1.0,0.30605221095705526,0.31174120336448896,"{'neutral': 150, 'positive': 83, 'negative': 56}"
498452658605535232,0.05075757575757576,0.1530456787955145,-0.3,0.35,0.35984848484848486,0.2676756479869854,"{'positive': 6, 'neutral': 4, 'negative': 1}"
498452664527511553,0.01791666666666667,0.0791063366614837,-0.033333333333333326,0.15625,0.3055555555555555,0.3011039359538722,"{'neutral': 4, 'positive': 1}"
498455001463664640,0.33125,0.27894892005526745,0.0,0.65,0.40520833333333334,0.23422184149166372,"{'positive': 5, 'neutral': 3}"
498457205801488385,-0.16666666666666666,,-0.16666666666666666,-0.16666666666666666,0.35833333333333334,,{'negative': 1}
498463591767756800,-0.022483766233766234,0.2629015010053299,-0.75,0.4063492063492064,0.3342305996472663,0.3090253315503244,"{'positive': 8, 'neutral': 7, 'negative': 3}"
498463733447163905,0.016524943310657594,0.348874356808783,-0.9,0.7,0.44509637188208623,0.3416996756110034,"{'neutral': 5, 'positive': 5, 'negative': 4}"
498466570675716096,0.03833642547928263,0.32710738299502923,-0.8,1.0,0.3148407544836116,0.30595352305258655,"{'neutral': 17, 'positive': 10, 'negative': 8}"
498472666802958336,-0.03713235294117647,0.3183704126785617,-0.8,0.5,0.4693218954248366,0.31582282748132223,"{'negative': 8, 'positive': 6, 'neutral': 3}"
498473263862149120,0.056960227272727273,0.19821699003092838,-0.15416666666666667,0.5,0.2517361111111111,0.2840053402477524,"{'neutral': 3, 'positive': 3, 'negative': 2}"
498473515302260736,0.013888888888888914,0.3490330558472565,-0.5,0.6000000000000001,0.3962962962962963,0.4681809646257098,"{'neutral': 4, 'negative': 1, 'positive': 1}"
498474035668586497,-0.12881439393939395,0.2765278471037396,-1.0,0.2,0.28479166666666667,0.3538156961964802,"{'neutral': 15, 'negative': 8, 'positive': 2}"
498474263255330818,0.01869747899159664,0.22369146008373325,-0.5,0.45,0.2804761904761905,0.2838211586780991,"{'positive': 6, 'neutral': 6, 'negative': 5}"
498476761538371584,0.014999999999999994,0.18496808486824173,-0.5,0.3,0.2961111111111111,0.29335395151645116,"{'positive': 6, 'neutral': 6, 'negative': 3}"
498477164380299264,-0.0020141895141895117,0.21312362581971941,-0.3,0.5,0.2189033189033189,0.2414158791386078,"{'negative': 7, 'neutral': 6, 'positive': 5}"
498477676219600896,0.05871647509578544,0.32172899797187215,-1.0,0.7,0.27257343550447,0.31775533162494957,"{'neutral': 17, 'positive': 8, 'negative': 4}"
498480344992350209,-0.02251893939393939,0.2213340082740787,-0.4,0.5,0.28874999999999995,0.27118263574540413,"{'neutral': 10, 'negative': 6, 'positive': 4}"
498480911243948034,-0.061309523809523814,0.24554900156447834,-0.6666666666666666,0.5,0.2011904761904762,0.292599603927782,"{'neutral': 18, 'negative': 6, 'positive': 4}"
498482619232055296,-0.0218671679197995,0.1930243846913668,-0.7142857142857143,0.525,0.15238095238095237,0.30800637843012835,"{'neutral': 31, 'negative': 4, 'positive': 3}"
498483031842500608,0.04300865800865801,0.19187558187484502,-0.25,0.5,0.2028138528138528,0.2859328096506494,"{'neutral': 8, 'positive': 2, 'negative': 1}"
498483279943962625,-0.10583900226757369,0.19641580159595634,-0.625,0.1,0.3598261526832955,0.40707803812223553,"{'neutral': 8, 'negative': 5, 'positive': 1}"
498483485133516800,-0.10416666666666667,0.2925471718144366,-0.4,0.3,0.4666666666666667,0.36694714300743214,"{'negative': 3, 'positive': 1}"
498483784296448000,-0.10476190476190475,0.4111540089159037,-1.0,0.30000000000000004,0.23095238095238096,0.368986169999356,"{'neutral': 5, 'negative': 1, 'positive': 1}"
498486539585069056,0.08214285714285714,0.16118977280566799,0.0,0.425,0.125,0.21937410968480306,"{'neutral': 5, 'positive': 2}"
498486826269548545,0.0675,0.2612092325280535,-0.35,0.8,0.21416666666666667,0.26695570957968473,"{'neutral': 13, 'positive': 5, 'negative': 2}"
498486850521423872,0.03333333333333333,0.08164965809277261,0.0,0.2,0.049999999999999996,0.1224744871391589,"{'neutral': 5, 'positive': 1}"
498487087105314816,0.054929653679653676,0.25575789903897117,-0.5,0.5,0.4826190476190476,0.319049417808858,"{'positive': 6, 'neutral': 2, 'negative': 2}"
498487611963744256,0.07103174603174604,0.2213848309759352,-0.4,0.4,0.40492063492063496,0.36947991833509713,"{'neutral': 9, 'positive': 8, 'negative': 4}"
498487999848800256,0.0,,0.0,0.0,0.0,,{'neutral': 1}
498488195047096320,0.0,,0.0,0.0,0.8125,,{'neutral': 1}
498489114384420865,0.03133887235449736,0.24970182305982958,-0.8,0.9,0.29807787698412697,0.31473066098760955,"{'neutral': 26, 'positive': 13, 'negative': 9}"
498489451954573312,0.2,0.1414213562373095,0.0,0.3,0.575,0.505799696849784,"{'positive': 3, 'neutral': 1}"
498491047329402880,0.0,,0.0,0.0,0.0,,{'neutral': 1}
498492003903356928,-0.029490740740740744,0.12300138784782441,-0.4,0.2,0.2424074074074074,0.2893960480408142,"{'neutral': 10, 'negative': 6, 'positive': 2}"
498492636630896640,-0.19739583333333333,0.2995323322373656,-0.5,0.5,0.5583333333333333,0.37530234725065587,"{'negative': 10, 'neutral': 3, 'positive': 3}"
498494758814109696,0.09305555555555554,0.3549860763172057,-0.4,1.0,0.2916666666666667,0.36440927217492536,"{'neutral': 9, 'positive': 5, 'negative': 4}"
498495764486950912,0.0,,0.0,0.0,0.0,,{'neutral': 1}
498497371899449344,-0.09444444444444444,0.16991623753419735,-0.5,0.0,0.25555555555555554,0.3964249964088765,"{'neutral': 6, 'negative': 3}"
498497395198799872,-0.07,0.04830458915396481,-0.1,0.0,0.14,0.09660917830792962,"{'negative': 7, 'neutral': 3}"
498498431271190528,0.06186868686868687,0.17867778618771207,-0.13809523809523805,0.4464285714285714,0.31418997668997667,0.31180244983289973,"{'neutral': 6, 'positive': 3, 'negative': 2}"
498499795192143872,0.006055261610817168,0.10405377000828281,-0.25,0.2857142857142857,0.2913433274544386,0.27553986964450367,"{'neutral': 19, 'negative': 4, 'positive': 4}"
498499836900278272,0.036739060489060484,0.2147094601312504,-0.5,0.5,0.3100729300729301,0.2736093388861411,"{'neutral': 17, 'negative': 10, 'positive': 10}"
498500813845966848,-0.061111111111111116,0.28698625596204275,-0.8,0.1,0.23888888888888887,0.33706247360261143,"{'positive': 4, 'neutral': 3, 'negative': 2}"
498504673339666432,0.19999999999999998,0.15233229534517034,-0.15000000000000002,0.3333333333333333,0.7047619047619048,0.38798342172203126,"{'positive': 11, 'neutral': 2, 'negative': 1}"
498504707393220608,-0.2,,-0.2,-0.2,0.0,,{'negative': 1}
498506343368519680,0.03125,0.0625,0.0,0.125,0.1333333333333333,0.180534186769688,"{'neutral': 3, 'positive': 1}"
498507434693246977,0.09523809523809523,0.39671268240497726,-0.3,0.8,0.8285714285714285,0.2214669705568283,"{'negative': 5, 'positive': 2}"
498507730395484160,0.07742193173565723,0.2584106656936227,-0.6,0.9,0.37040408756095033,0.3172182461036121,"{'neutral': 20, 'positive': 18, 'negative': 13}"
498508707244683264,0.010256410256410258,0.30501506197922107,-0.8,0.5,0.24358974358974358,0.34112684058502546,"{'neutral': 8, 'positive': 3, 'negative': 2}"
498510381774819330,0.030357142857142853,0.15289162939852546,-0.2,0.475,0.13973214285714286,0.2484402876560326,"{'neutral': 12, 'positive': 2, 'negative': 2}"
498512372584415232,-0.07253787878787879,0.3177552670638503,-0.8,0.25,0.26875,0.32396814217274067,"{'neutral': 4, 'positive': 2, 'negative': 2}"
498512590260023296,-0.008875278761642395,0.21242909549257016,-0.6,0.8,0.31658219369014823,0.30136232478336394,"{'neutral': 92, 'negative': 77, 'positive': 51}"
498515980205948928,-0.08595573843098596,0.3443374506848898,-0.8,0.8,0.36352670981383856,0.33611779991732127,"{'neutral': 45, 'negative': 36, 'positive': 20}"
498524570593140736,-0.11499999999999999,0.10498015685515684,-0.19166666666666665,0.0,0.35,0.3791437722025775,"{'negative': 3, 'neutral': 2}"
498527404386578432,-0.0022936740678676164,0.23600841424058894,-0.75,0.39285714285714285,0.519463645673323,0.41378561248215157,"{'neutral': 16, 'positive': 8, 'negative': 7}"
498529979672842241,-0.09884093915343915,0.3252437518306583,-1.0,0.5,0.311807208994709,0.26215213990274855,"{'negative': 19, 'neutral': 19, 'positive': 10}"
